time_delta,status_norm,domain_norm,status_norm,responseMethod_raw,responseSize_raw,requestMethod_raw,URL_raw,peerStatusHost_raw,mimeType_raw ,class_label
1,1,891,1,TCP_MISS/200,314,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
0,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-recving%3C%7C%3EC:/Users/IEUser/Documents/Credit%20card%20numbers.txt,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,310,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
0,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-recving%3C%7C%3EC:/Users/IEUser/Documents/Target%20document.txt,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
2,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
2,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,273,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
0,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-cmd-shell,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
2,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,276,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
0,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-cmd-shell,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,273,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
0,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-cmd-shell,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
2,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
2,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,282,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-cmd-shell,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,273,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
0,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-cmd-shell,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,275,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
0,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-cmd-shell,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
2,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,273,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
0,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-cmd-shell,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,269,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
0,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-enum-driver,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,272,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
0,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-enum-faf,HIER_DIRECT/192.168.57.101,text/html,1
1,1,891,1,TCP_MISS/200,271,POST,http://192.168.57.101/is-ready,HIER_DIRECT/192.168.57.101,text/html,1
